6.225,363,1.1710
6.325,363,1.1710
6.425,365,1.1774
6.525,363,1.1710
6.625,365,1.1774
6.725,366,1.1806
6.825,363,1.1710
6.925,365,1.1774
7.025,368,1.1871
7.125,368,1.1871
7.225,369,1.1903
7.325,367,1.1839
7.425,366,1.1806
7.525,365,1.1774
7.625,368,1.1871
7.725,368,1.1871
7.825,367,1.1839
7.925,370,1.1935
8.025,368,1.1871
8.125,369,1.1903
8.225,372,1.2000
8.325,370,1.1935
8.425,369,1.1903
8.525,372,1.2000
8.625,370,1.1935
8.725,370,1.1935
8.825,375,1.2097
8.925,369,1.1903
9.025,370,1.1935
9.125,372,1.2000
9.225,371,1.1968
9.325,371,1.1968
9.425,373,1.2032
9.525,371,1.1968
9.625,371,1.1968
9.725,371,1.1968
9.825,373,1.2032
9.925,375,1.2097
10.025,373,1.2032
10.125,372,1.2000
10.225,371,1.1968
10.325,374,1.2065
10.425,374,1.2065
10.525,375,1.2097
10.625,373,1.2032
10.725,374,1.2065
10.825,372,1.2000
10.925,379,1.2226
11.025,375,1.2097
11.125,375,1.2097
11.225,374,1.2065
11.325,377,1.2161
11.425,375,1.2097
11.525,377,1.2161
11.625,376,1.2129
11.725,377,1.2161
11.825,377,1.2161
11.925,380,1.2258
12.025,378,1.2194
12.125,376,1.2129
12.225,376,1.2129
12.325,377,1.2161
12.425,377,1.2161
12.525,380,1.2258
12.625,378,1.2194
12.725,377,1.2161
12.825,378,1.2194
12.925,376,1.2129
13.025,379,1.2226
13.125,379,1.2226
13.225,379,1.2226
13.325,379,1.2226
13.425,379,1.2226
13.525,380,1.2258
13.625,379,1.2226
13.725,381,1.2290
13.825,381,1.2290
13.925,379,1.2226
14.025,379,1.2226
14.125,380,1.2258
14.225,381,1.2290
14.325,383,1.2355
14.425,382,1.2323
14.525,380,1.2258
14.625,380,1.2258
14.725,384,1.2387
14.825,384,1.2387
14.925,384,1.2387
15.025,384,1.2387
15.125,384,1.2387
15.225,380,1.2258
15.325,388,1.2516
15.425,385,1.2419
15.525,385,1.2419
15.625,387,1.2484
15.725,384,1.2387
15.825,384,1.2387
15.925,387,1.2484
16.025,387,1.2484
16.125,386,1.2452
16.225,388,1.2516
16.325,387,1.2484
16.425,383,1.2355
16.525,390,1.2581
16.625,388,1.2516
16.725,388,1.2516
16.825,389,1.2548
16.925,388,1.2516
17.025,387,1.2484
17.125,392,1.2645
17.225,389,1.2548
17.325,390,1.2581
17.425,390,1.2581
17.525,389,1.2548
17.625,388,1.2516
17.725,396,1.2774
17.825,391,1.2613
17.925,391,1.2613
18.025,394,1.2710
18.125,390,1.2581
18.225,390,1.2581
18.325,398,1.2839
18.425,391,1.2613
18.525,392,1.2645
18.625,394,1.2710
18.725,392,1.2645
18.825,394,1.2710
18.925,398,1.2839
19.025,393,1.2677
19.125,395,1.2742
19.225,395,1.2742
19.325,396,1.2774
19.425,395,1.2742
19.525,400,1.2903
19.625,395,1.2742
19.725,395,1.2742
19.825,396,1.2774
19.925,397,1.2806
20.025,395,1.2742
20.125,402,1.2968
20.225,397,1.2806
20.325,397,1.2806
20.425,398,1.2839
20.525,399,1.2871
20.625,397,1.2806
20.725,402,1.2968
20.825,398,1.2839
20.925,397,1.2806
21.025,400,1.2903
21.125,399,1.2871
21.225,400,1.2903
21.325,400,1.2903
21.425,399,1.2871
21.525,398,1.2839
21.625,401,1.2935
21.725,403,1.3000
21.825,401,1.2935
21.925,402,1.2968
22.025,400,1.2903
22.125,400,1.2903
22.225,403,1.3000
22.325,404,1.3032
22.425,403,1.3000
22.525,403,1.3000
22.625,403,1.3000
22.725,400,1.2903
22.825,407,1.3129
22.925,406,1.3097
23.025,404,1.3032
23.125,404,1.3032
23.225,404,1.3032
23.325,403,1.3000
23.425,409,1.3194
23.525,406,1.3097
23.625,405,1.3065
23.725,405,1.3065
23.825,407,1.3129
23.925,405,1.3065
24.025,414,1.3355
24.125,407,1.3129
